control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,vehicle_make,vehicle_model,district,city,region
103163980,4,1675446966,Issued to violator but un-paid,2025-12-28 22:25:21,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,هوندا,هوندا CR-V,النرجس,الرياض,منطقة الرياض
102218740,7,2737248404,Issued to violator but un-paid,2025-12-28 20:27:02,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,أكسنت,الياسمين,الرياض,منطقة الرياض
101571189,5,2154903656,Issued to violator but un-paid,2025-12-28 16:57:34,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,بي إم دبليو,بي إم دبليو 3 Series,الياسمين,الرياض,منطقة الرياض
102253799,9,1440423178,Issued to violator but un-paid,2025-12-28 16:48:08,,150,150,False,عدم ربط حزام,تويوتا,كامري,النسيم,الرياض,منطقة الرياض
102218740,10,2350808400,Issued to violator but un-paid,2025-12-28 16:23:54,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,تاهو,النرجس,الرياض,منطقة الرياض
102218740,8,2873248072,Issued to violator but un-paid,2025-12-28 14:53:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,فورد,إكسبلورر,الملز,الرياض,منطقة الرياض
102253799,9,2865972940,Issued to violator but un-paid,2025-12-28 12:26:30,,150,150,True,عدم ربط حزام,هيونداي,توسان,النسيم,الرياض,منطقة الرياض
102253799,4,2493788385,Issued to violator but un-paid,2025-12-28 11:48:18,,150,150,True,عدم ربط حزام,جيب,رانجلر,السلي,الرياض,منطقة الرياض
102253799,9,2426322523,Issued to violator but un-paid,2025-12-28 09:52:52,,150,150,True,عدم ربط حزام,نيسان,باترول,الروضة,الرياض,منطقة الرياض
101571189,1,2851372454,Issued to violator but un-paid,2025-12-28 08:35:20,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,شيفروليه,تاهو,الروضة,الرياض,منطقة الرياض
103163980,4,2114838895,Issued to violator but un-paid,2025-12-28 08:30:27,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,فورد,رينجر,النرجس,الرياض,منطقة الرياض
103163980,8,1498149108,Issued to violator but un-paid,2025-12-28 08:15:24,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,توسان,الياسمين,الرياض,منطقة الرياض
103163980,5,2630104561,Issued to violator but un-paid,2025-12-28 05:58:50,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا CX-5,النسيم,الرياض,منطقة الرياض
101571189,4,2917943892,Issued to violator but un-paid,2025-12-28 05:09:30,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,كيا,ريو,الملقا,الرياض,منطقة الرياض
101571189,1,1170595992,Issued to violator but un-paid,2025-12-28 01:32:37,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا CX-5,النسيم,الرياض,منطقة الرياض
102218740,5,2460218377,Issued to violator but un-paid,2025-12-27 21:22:38,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,بي إم دبليو,بي إم دبليو X5,السلي,الرياض,منطقة الرياض
100925051,10,1573884158,Issued to violator but un-paid,2025-12-27 18:17:28,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,أكسنت,السلي,الرياض,منطقة الرياض
102218740,9,2922830200,Issued to violator but un-paid,2025-12-27 13:32:52,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,توسان,السلي,الرياض,منطقة الرياض
101571189,4,2049299802,Issued to violator but un-paid,2025-12-27 11:22:18,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا CR-V,العليا,الرياض,منطقة الرياض
100925051,10,2751022156,Issued to violator but un-paid,2025-12-27 04:08:50,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز G-Class,النرجس,الرياض,منطقة الرياض
102253799,6,2126956842,Issued to violator but un-paid,2025-12-26 16:29:14,,150,150,True,عدم ربط حزام,لكزس,لكزس LX,الملز,الرياض,منطقة الرياض
101571189,1,1699802123,Issued to violator but un-paid,2025-12-26 15:45:09,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,أكسنت,الروضة,الرياض,منطقة الرياض
103163980,1,1364374835,Issued to violator but un-paid,2025-12-26 14:46:43,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,كابريس,السلي,الرياض,منطقة الرياض
100925051,8,1768475005,Issued to violator but un-paid,2025-12-26 14:32:41,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,صني,الياسمين,الرياض,منطقة الرياض
102218740,2,2222130876,Issued to violator but un-paid,2025-12-26 13:21:31,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,رانجلر,السلي,الرياض,منطقة الرياض
100925051,8,1862449143,Issued to violator but un-paid,2025-12-26 12:38:50,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,ميتسوبيشي,باجيرو,النسيم,الرياض,منطقة الرياض
100925051,8,2261331379,Issued to violator but un-paid,2025-12-26 11:59:54,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,سوناتا,النرجس,الرياض,منطقة الرياض
102253799,5,1258567527,Issued to violator but un-paid,2025-12-26 10:10:49,,150,150,True,عدم ربط حزام,تويوتا,كامري,النرجس,الرياض,منطقة الرياض
100925051,10,1534600752,Issued to violator but un-paid,2025-12-26 09:36:41,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,كريتا,النسيم,الرياض,منطقة الرياض
100925051,4,1515702369,Issued to violator but un-paid,2025-12-26 08:14:46,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هوندا,هوندا سيفيك,العقيق,الرياض,منطقة الرياض
100925051,3,1794105391,Issued to violator but un-paid,2025-12-26 04:50:07,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,كارينز,النرجس,الرياض,منطقة الرياض
102253799,1,1010740769,Issued to violator but un-paid,2025-12-25 21:54:41,,150,150,False,عدم ربط حزام,هيونداي,كريتا,الياسمين,الرياض,منطقة الرياض
101571189,3,1576997953,Issued to violator but un-paid,2025-12-25 20:06:02,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,نيسان,باترول,العليا,الرياض,منطقة الرياض
102218740,3,2151136798,Issued to violator and paid,2025-12-25 16:49:41,2026-01-13 10:34:06,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,كابريس,السلي,الرياض,منطقة الرياض
101571189,7,2698119409,Issued to violator but un-paid,2025-12-25 14:26:44,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,جي إم سي,يوكون,الغدير,الرياض,منطقة الرياض
102218740,6,1894167934,Issued to violator and paid,2025-12-25 12:57:20,2026-01-21 18:16:31,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,باترول,النرجس,الرياض,منطقة الرياض
102253799,8,1117267519,Issued to violator but un-paid,2025-12-25 10:44:44,,150,150,True,عدم ربط حزام,كيا,ريو,الروضة,الرياض,منطقة الرياض
103163980,5,1124079941,Issued to violator but un-paid,2025-12-25 04:04:06,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرسيدس بنز,مرسيدس بنز E-Class,النسيم,الرياض,منطقة الرياض
100925051,6,2052619657,Issued to violator but un-paid,2025-12-25 03:47:51,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مازدا,مازدا 3,الياسمين,الرياض,منطقة الرياض
103163980,9,1675048335,Issued to violator but un-paid,2025-12-24 22:53:38,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,تاهو,الملز,الرياض,منطقة الرياض
102218740,1,2091101808,Issued to violator but un-paid,2025-12-24 22:13:57,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,أكسنت,النسيم,الرياض,منطقة الرياض
101571189,2,2738974511,Issued to violator but un-paid,2025-12-24 09:52:17,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرسيدس بنز,مرسيدس بنز G-Class,النرجس,الرياض,منطقة الرياض
101571189,7,2383098746,Issued to violator but un-paid,2025-12-23 23:39:27,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,ميتسوبيشي,لانسر,النسيم,الرياض,منطقة الرياض
103163980,6,1359709300,Issued to violator but un-paid,2025-12-23 22:29:38,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,كروزر,العليا,الرياض,منطقة الرياض
103163980,7,1165005351,Issued to violator but un-paid,2025-12-23 21:36:49,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,اف جي كروزر,النسيم,الرياض,منطقة الرياض
101571189,7,1330662156,Issued to violator but un-paid,2025-12-23 21:24:38,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,كيا,كارينز,الروضة,الرياض,منطقة الرياض
102253799,7,1333042167,Issued to violator but un-paid,2025-12-23 20:22:59,,150,150,False,عدم ربط حزام,هوندا,هوندا سيفيك,النسيم,الرياض,منطقة الرياض
101571189,8,1841893477,Issued to violator but un-paid,2025-12-23 16:14:48,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,كيا,سيراتو,الملز,الرياض,منطقة الرياض
103163980,4,2534688686,Issued to violator but un-paid,2025-12-23 14:11:14,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرسيدس بنز,مرسيدس بنز G-Class,الياسمين,الرياض,منطقة الرياض
102253799,3,2463379235,Issued to violator but un-paid,2025-12-23 08:37:18,,150,150,False,عدم ربط حزام,ميتسوبيشي,باجيرو,السلي,الرياض,منطقة الرياض
102253799,10,2302957114,Issued to violator but un-paid,2025-12-23 04:06:34,,150,150,False,عدم ربط حزام,تويوتا,كامري,السلي,الرياض,منطقة الرياض
102253799,7,1700441830,Issued to violator but un-paid,2025-12-23 03:37:20,,150,150,True,عدم ربط حزام,نيسان,ألتيما,الملقا,الرياض,منطقة الرياض
102253799,7,1258656345,Issued to violator but un-paid,2025-12-22 22:32:02,,150,150,False,عدم ربط حزام,تويوتا,كروزر,النسيم,الرياض,منطقة الرياض
102253799,7,2577028856,Issued to violator but un-paid,2025-12-22 20:06:19,,150,150,False,عدم ربط حزام,هيونداي,أكسنت,النرجس,الرياض,منطقة الرياض
100925051,8,1796479405,Issued to violator but un-paid,2025-12-22 19:14:54,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,كارينز,النرجس,الرياض,منطقة الرياض
100925051,4,1954847009,Issued to violator but un-paid,2025-12-22 14:33:32,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,ميتسوبيشي,لانسر,العليا,الرياض,منطقة الرياض
102218740,6,1386026410,Issued to violator but un-paid,2025-12-22 14:06:42,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,شيروكي,النرجس,الرياض,منطقة الرياض
100925051,4,1067944567,Issued to violator but un-paid,2025-12-22 12:54:34,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,الملز,الرياض,منطقة الرياض
102218740,4,2460313786,Issued to violator but un-paid,2025-12-22 10:51:17,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,كارينز,العليا,الرياض,منطقة الرياض
100925051,5,1446959321,Issued to violator but un-paid,2025-12-22 10:31:08,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,سوناتا,الياسمين,الرياض,منطقة الرياض
102253799,8,1457002455,Issued to violator but un-paid,2025-12-22 04:28:13,,150,150,True,عدم ربط حزام,شيفروليه,سبارك,السلي,الرياض,منطقة الرياض
102218740,5,1514469958,Issued to violator but un-paid,2025-12-22 01:02:17,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,كارينز,النرجس,الرياض,منطقة الرياض
102218740,8,1468260305,Issued to violator but un-paid,2025-12-22 00:49:16,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,تاهو,الملز,الرياض,منطقة الرياض
102253799,1,1595101520,Issued to violator but un-paid,2025-12-21 21:52:26,,150,150,True,عدم ربط حزام,لكزس,لكزس RX,الروضة,الرياض,منطقة الرياض
102253799,8,1942997851,Issued to violator but un-paid,2025-12-21 17:46:32,,150,150,True,عدم ربط حزام,تويوتا,كروزر,النرجس,الرياض,منطقة الرياض
100925051,6,2302224048,Issued to violator but un-paid,2025-12-21 12:07:08,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,نافارا,الغدير,الرياض,منطقة الرياض
102253799,10,2417155555,Issued to violator but un-paid,2025-12-21 11:49:21,,150,150,False,عدم ربط حزام,تويوتا,راش,النسيم,الرياض,منطقة الرياض
100925051,3,2664298200,Issued to violator but un-paid,2025-12-21 03:00:22,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,سبورتاج,السلي,الرياض,منطقة الرياض
102253799,1,2890631335,Issued to violator but un-paid,2025-12-20 23:52:01,,150,150,False,عدم ربط حزام,هيونداي,توسان,الملقا,الرياض,منطقة الرياض
102253799,4,2241832315,Issued to violator but un-paid,2025-12-20 07:00:30,,150,150,False,عدم ربط حزام,مرسيدس بنز,مرسيدس بنز E-Class,العقيق,الرياض,منطقة الرياض
101571189,1,1601089039,Issued to violator but un-paid,2025-12-20 01:29:44,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,راش,العليا,الرياض,منطقة الرياض
103163980,9,2343678370,Issued to violator but un-paid,2025-12-19 17:44:28,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا CX-5,العليا,الرياض,منطقة الرياض
103163980,1,1897600448,Issued to violator but un-paid,2025-12-19 10:15:48,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,كيا,سبورتاج,السلي,الرياض,منطقة الرياض
101571189,5,1485995234,Issued to violator but un-paid,2025-12-19 03:52:44,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,بي إم دبليو,بي إم دبليو 3 Series,الملقا,الرياض,منطقة الرياض
102218740,9,1069213313,Issued to violator but un-paid,2025-12-18 14:18:20,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,ميتسوبيشي,باجيرو,العقيق,الرياض,منطقة الرياض
102218740,3,2066244593,Issued to violator but un-paid,2025-12-18 12:57:25,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,رانجلر,السلي,الرياض,منطقة الرياض
103163980,2,1876745374,Issued to violator but un-paid,2025-12-18 11:26:59,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,ميتسوبيشي,باجيرو,السلي,الرياض,منطقة الرياض
100925051,8,1247142792,Issued to violator but un-paid,2025-12-18 09:20:11,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,كروزر,النسيم,الرياض,منطقة الرياض
102253799,5,2096382888,Issued to violator but un-paid,2025-12-18 07:28:19,,150,150,False,عدم ربط حزام,نيسان,نافارا,النسيم,الرياض,منطقة الرياض
102218740,8,2505051229,Issued to violator but un-paid,2025-12-18 04:48:58,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,شيروكي,العقيق,الرياض,منطقة الرياض
102218740,3,1819970540,Issued to violator but un-paid,2025-12-17 23:08:03,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هوندا,هوندا CR-V,العليا,الرياض,منطقة الرياض
100925051,7,2417788662,Issued to violator but un-paid,2025-12-17 21:51:36,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,راش,الروضة,الرياض,منطقة الرياض
102253799,4,2134967127,Issued to violator but un-paid,2025-12-17 19:19:06,,150,150,False,عدم ربط حزام,ميتسوبيشي,باجيرو,الروضة,الرياض,منطقة الرياض
102218740,1,2047381324,Issued to violator but un-paid,2025-12-17 18:59:42,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,سوناتا,السلي,الرياض,منطقة الرياض
102253799,2,1592747369,Issued to violator but un-paid,2025-12-17 10:09:28,,150,150,True,عدم ربط حزام,كيا,سيراتو,الروضة,الرياض,منطقة الرياض
103163980,6,2065024838,Issued to violator but un-paid,2025-12-17 07:38:15,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,لكزس,لكزس LX,الياسمين,الرياض,منطقة الرياض
103163980,10,1035372770,Issued to violator but un-paid,2025-12-17 05:51:44,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,بي إم دبليو,بي إم دبليو 3 Series,السلي,الرياض,منطقة الرياض
102253799,1,1725498746,Issued to violator but un-paid,2025-12-17 00:27:39,,150,150,True,عدم ربط حزام,جيب,رانجلر,الياسمين,الرياض,منطقة الرياض
103163980,2,2907282819,Issued to violator but un-paid,2025-12-16 21:01:20,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,فورد,رينجر,السلي,الرياض,منطقة الرياض
102253799,2,1150450546,Issued to violator but un-paid,2025-12-16 13:32:05,,150,150,True,عدم ربط حزام,شيفروليه,تاهو,الياسمين,الرياض,منطقة الرياض
100925051,9,2107135394,Issued to violator but un-paid,2025-12-16 13:02:50,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,أكسنت,الروضة,الرياض,منطقة الرياض
101571189,2,1090204389,Issued to violator but un-paid,2025-12-16 11:02:13,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,جيب,شيروكي,العليا,الرياض,منطقة الرياض
102218740,6,1860180270,Issued to violator but un-paid,2025-12-16 10:53:48,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,تويوتا,كامري,النسيم,الرياض,منطقة الرياض
100925051,6,1375959066,Issued to violator but un-paid,2025-12-16 00:07:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,اف جي كروزر,النسيم,الرياض,منطقة الرياض
101571189,5,2730638999,Issued to violator but un-paid,2025-12-15 21:29:55,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,كيا,كارينز,النرجس,الرياض,منطقة الرياض
102253799,8,1055671323,Issued to violator but un-paid,2025-12-15 21:14:03,,150,150,False,عدم ربط حزام,كيا,سبورتاج,السلي,الرياض,منطقة الرياض
100925051,2,2402505595,Issued to violator but un-paid,2025-12-15 20:10:31,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,اف جي كروزر,الروضة,الرياض,منطقة الرياض
101571189,5,1361227206,Issued to violator but un-paid,2025-12-15 17:12:09,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,ميتسوبيشي,باجيرو,السلي,الرياض,منطقة الرياض
102218740,8,1734048684,Issued to violator but un-paid,2025-12-15 17:07:08,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,ريو,العقيق,الرياض,منطقة الرياض
102253799,8,1601734622,Issued to violator but un-paid,2025-12-15 15:16:09,,150,150,True,عدم ربط حزام,فورد,رينجر,النسيم,الرياض,منطقة الرياض
101571189,9,2439763544,Issued to violator but un-paid,2025-12-15 13:25:32,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,أكسنت,السلي,الرياض,منطقة الرياض
102253799,8,2496194574,Issued to violator but un-paid,2025-12-15 12:56:28,,150,150,True,عدم ربط حزام,فورد,إكسبلورر,السلي,الرياض,منطقة الرياض
103163980,7,2020081218,Issued to violator but un-paid,2025-12-15 04:23:57,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,نافارا,الملز,الرياض,منطقة الرياض
100925051,7,1484689498,Issued to violator but un-paid,2025-12-15 02:20:01,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,جي إم سي,يوكون,الروضة,الرياض,منطقة الرياض
100925051,3,2751168388,Issued to violator but un-paid,2025-12-14 22:00:32,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,راش,العليا,الرياض,منطقة الرياض
103163980,9,2212523892,Issued to violator and paid,2025-12-14 19:59:14,2026-01-18 15:46:51,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,باترول,العقيق,الرياض,منطقة الرياض
101571189,4,1642944897,Issued to violator but un-paid,2025-12-14 16:16:40,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,كيا,سيراتو,الروضة,الرياض,منطقة الرياض
101571189,1,1086709550,Issued to violator but un-paid,2025-12-14 10:00:10,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,فورد,رينجر,الملز,الرياض,منطقة الرياض
101571189,1,2260502488,Issued to violator but un-paid,2025-12-14 09:35:52,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,كامري,الملز,الرياض,منطقة الرياض
101571189,4,2029014086,Issued to violator but un-paid,2025-12-14 01:23:42,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,بي إم دبليو,بي إم دبليو 3 Series,العليا,الرياض,منطقة الرياض
100925051,8,1217936020,Issued to violator but un-paid,2025-12-13 22:25:42,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,السلي,الرياض,منطقة الرياض
101571189,8,2834455170,Issued to violator but un-paid,2025-12-13 21:56:14,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,سوناتا,النسيم,الرياض,منطقة الرياض
100925051,2,2976241622,Issued to violator but un-paid,2025-12-13 17:33:04,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,تاهو,العليا,الرياض,منطقة الرياض
101571189,4,1648161898,Issued to violator but un-paid,2025-12-13 16:02:15,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,شيفروليه,تاهو,العليا,الرياض,منطقة الرياض
102253799,1,2661832321,Issued to violator but un-paid,2025-12-13 13:38:54,,150,150,False,عدم ربط حزام,تويوتا,كروزر,الملز,الرياض,منطقة الرياض
100925051,4,1069233586,Issued to violator but un-paid,2025-12-13 01:51:08,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,كريتا,السلي,الرياض,منطقة الرياض
100925051,1,1890167257,Issued to violator but un-paid,2025-12-13 00:42:13,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مازدا,مازدا 3,الياسمين,الرياض,منطقة الرياض
103163980,3,2095166248,Issued to violator but un-paid,2025-12-12 21:24:43,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,جيب,شيروكي,النرجس,الرياض,منطقة الرياض
100925051,6,2142105341,Issued to violator but un-paid,2025-12-12 20:02:55,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز G-Class,الروضة,الرياض,منطقة الرياض
102253799,1,2097430501,Issued to violator but un-paid,2025-12-12 18:55:27,,150,150,True,عدم ربط حزام,كيا,سيراتو,السلي,الرياض,منطقة الرياض
100925051,2,2458146332,Issued to violator but un-paid,2025-12-12 16:42:47,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,النسيم,الرياض,منطقة الرياض
103163980,10,1292854306,Issued to violator but un-paid,2025-12-12 15:34:20,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,كابريس,الملقا,الرياض,منطقة الرياض
101571189,2,1593959132,Issued to violator and paid,2025-12-12 13:52:31,2026-01-25 09:34:17,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,جيب,شيروكي,الياسمين,الرياض,منطقة الرياض
102253799,7,1499067877,Issued to violator but un-paid,2025-12-11 23:11:18,,150,150,True,عدم ربط حزام,فورد,إكسبلورر,الغدير,الرياض,منطقة الرياض
101571189,6,1968203337,Issued to violator and paid,2025-12-11 20:15:24,2026-01-16 18:20:28,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,كامري,الملقا,الرياض,منطقة الرياض
102218740,6,1205789911,Issued to violator but un-paid,2025-12-11 15:40:14,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,ألتيما,الروضة,الرياض,منطقة الرياض
103163980,8,1645251785,Issued to violator but un-paid,2025-12-11 13:41:36,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,راش,العليا,الرياض,منطقة الرياض
102218740,2,1022020432,Issued to violator but un-paid,2025-12-11 11:10:30,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز E-Class,السلي,الرياض,منطقة الرياض
102218740,9,2076545956,Issued to violator but un-paid,2025-12-11 09:02:13,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,كابريس,النسيم,الرياض,منطقة الرياض
103163980,1,2624595279,Issued to violator but un-paid,2025-12-11 06:53:01,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,أكسنت,الياسمين,الرياض,منطقة الرياض
102218740,3,2363339128,Issued to violator but un-paid,2025-12-11 02:27:39,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,كريتا,الغدير,الرياض,منطقة الرياض
100925051,1,2350961582,Issued to violator but un-paid,2025-12-10 23:41:28,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,كورولا,العقيق,الرياض,منطقة الرياض
100925051,1,1965019317,Issued to violator but un-paid,2025-12-10 22:55:21,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,فورد,رينجر,الغدير,الرياض,منطقة الرياض
103163980,3,2149224650,Issued to violator but un-paid,2025-12-10 19:38:17,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,كيا,سبورتاج,النسيم,الرياض,منطقة الرياض
100925051,2,1202780294,Issued to violator but un-paid,2025-12-10 14:46:47,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,الغدير,الرياض,منطقة الرياض
102253799,7,1689276864,Issued to violator but un-paid,2025-12-10 10:59:32,,150,150,False,عدم ربط حزام,شيفروليه,سبارك,العليا,الرياض,منطقة الرياض
100925051,6,2008159303,Issued to violator but un-paid,2025-12-10 05:37:28,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز E-Class,الروضة,الرياض,منطقة الرياض
101571189,2,2223232808,Issued to violator but un-paid,2025-12-10 03:53:31,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,نيسان,باترول,الياسمين,الرياض,منطقة الرياض
102218740,5,1945237249,Issued to violator but un-paid,2025-12-10 02:34:09,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,الياسمين,الرياض,منطقة الرياض
103163980,10,2725845682,Issued to violator but un-paid,2025-12-09 22:27:49,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,كروزر,الملز,الرياض,منطقة الرياض
102218740,4,2943484549,Issued to violator but un-paid,2025-12-09 19:04:22,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,باترول,الروضة,الرياض,منطقة الرياض
102218740,7,2887319248,Issued to violator but un-paid,2025-12-09 18:20:28,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز G-Class,النسيم,الرياض,منطقة الرياض
